msg_id,content,explication,conclusion
anon_msg_01786abcc207,Dessine une fille obèse comme toi,"**Sujet du message** : Demande de dessin.

**Résumé** : La personne demande à dessiner une fille en surpoids, utilisant le pronom ""toi"", ce qui peut indiquer qu'elle s'adresse à un interlocuteur qu'elle perçoit comme obèse.

**Sens probable** : Cette demande pourrait être perçue comme une provocation ou une blague, mais le ton exact reste flou.",1.0
anon_msg_4aff321c9ed0,"Ici c'est le forum des kheys tout pâles et bandeur d'expatriation, aucun courage chez ces gens-là","**Sujet du message** : Critique d'un groupe de personnes sur un forum.

**Résumé** : L'auteur exprime un jugement négatif sur des membres d'un forum, les qualifiant de lâches et de fainéants, en se basant sur leur attitude d'expatriation.

**Éclaircissement** : ""Kheys"" est un terme d'argot désignant des hommes, généralement utilisé dans des contextes informels. ""Bandeur"" peut faire référence à une qualité dédaigneuse. Le sens est incertain mais indique une insatisfaction des comportements liés à l'expatriation.",1.0
anon_msg_88bb0784ab60,"La France qui devient une nouvelle Andalousie si un flic tire
:rire:
8 millions de Maghrébins en France
:rire:","**Sujet du message** : Comparaison de la France avec l'Andalousie.

**Sens probable** : L'auteur semble suggérer que la France pourrait subir une transformation similaire à celle de l'Andalousie, en lien avec des conflits ou des tensions sociales, en mentionnant le nombre de 8 millions de Maghrébins (personnes originaires du Maghreb) en France. Les émoticônes ""rire"" peuvent exprimer une moquerie ou un sarcasme.",1.0
anon_msg_1c83f3d75525,"Bourré j´ai déjà éclaté un n par pur seum parce qu´il avait une meuf à ""nous""
Donc bon les agression gratuites ça existe..","- **Sujet du message** : Violences sous alcool.
- **Sens probable** : L'auteur mentionne qu'il a déjà frappé quelqu'un sous l'effet de l'alcool, motivé par une rivalité amoureuse, pour illustrer l'existence d'agressions gratuites.

**Éclaircissement** : ""Seum"" désigne la colère ou la frustration. ""Agression gratuite"" se réfère à une violence non justifiée.",1.0
anon_msg_a41af781a08a,"comme les argentins c'est bien la seule chose qu'ils gagneront, pays full merde ils ont bien obligés d'envoyer leurs déchets se castagner au états-unis","**Sujet du message** : Critique du pays argentin.

**Résumé** : L'auteur exprime un mépris envers l'Argentine, insinuant que le pays ne réussit que dans des compétitions sportives, tout en suggérant une responsabilité dans l'envoi de déchets aux États-Unis.

**Sens probable** : Le message peut refléter un sentiment négatif sur l'Argentine, à la fois sur son état socio-économique et son image internationale, mais il est empreint de vulgarité et de colère.",1.0
anon_msg_60cc9a6a930d,"C'est marrant que tu l'apostrophes parce que tu coches toutes les cases
:rire:
Raciste
Puceau
Inadapté social
Incel
Aka monsieur ""viol doux""
Jemiscor
:rire:","**Sujet du message** : Critique humoristique d'un individu.

**Sens probable** : L'auteur se moque d'une personne en lui attribuant des stéréotypes négatifs, tels que raciste, puceau (un terme désignant quelqu'un n'ayant jamais eu de relations sexuelles), inadapté social, et incel (un individu qui se considère involontairement célibataire). ""Monsieur 'viol doux'"" est une référence très sérieuse qui peut désigner une personne banalisant ou minimisant le viol. ""Jemiscor"" pourrait être une référence à un pseudo ou une blague interne.",1.0
anon_msg_97dcb2ce1ca1,ok le gaucho feignant va bosser,"- Sujet du message : Réaction à une personne qualifiée de ""gaucho feignant"".
- Sens probable : L’auteur du message fait allusion à une personne qu'il considère comme paresseuse et d'origine argentine (le terme ""gaucho"" peut désigner un cow-boy argentin), et exprime l'intention que cette personne a besoin de travailler.

Le terme ""gaucho"" fait référence à un habitant des pampas argentines, souvent traduisible par ""cow-boy"".",1.0
anon_msg_a8f412d1d836,Une jolie teen a petits seins de gaché,"- **Sujet du message** : Un commentaire sur l'apparence physique d'une adolescente.
- **Sens probable** : L'auteur exprime une opinion sur une adolescente qu'il trouve charmante, mais déplore une caractéristique physique qu'il juge peu flatteuse, probablement en lien avec sa poitrine.

**Clarification** : Le terme ""teen"" désigne une adolescente, et ""petits seins"" fait référence à la taille de sa poitrine. ""Gaché"" semble indiquer une déception ou un manque d'attrait.",1.0
anon_msg_73baf25315d2,"Laisse c'est un attardé qui gonfle volontairement tout les traits
Y a assez sur les vidéos pas besoin de mentir pour en rajouter en fait","**Sujet du message** : Critique d'une personne qui exagère des traits ou des défauts.

**Sens probable** : L'auteur rejette les accusations ou les exagérations d'une personne qu'il qualifie d'« attardé », soulignant qu'il existe déjà suffisamment de preuves vidéo sans avoir besoin d'ajouter des mensonges. 

**Éclaircissements** : ""Attardé"" peut être considéré comme péjoratif, désignant une personne à la mentalité jugée inférieure.",1.0
anon_msg_c13da431bc1f,"Y en a une plus vicieuse encore de guerre, c'est la guerre contre l'invasion migratoire et islamique. Mais je pense qu'on l'a déjà perdu.","**Sujet du message** : La perception d'une menace liée à l'immigration.

**Résumé** : L'auteur exprime sa conviction que la lutte contre l'immigration et l'islam, qu'il considère comme une invasion, est difficile et peut déjà être perdue.

**Sens probable** : L'auteur exprime un avis pessimiste sur la gestion de l'immigration et ses conséquences sociétales. 

Les termes ""invasion migratoire"" et ""islamique"" peuvent faire référence à des préoccupations sur l'immigration musulmane, mais leur interprétation peut varier selon les contextes.",1.0
anon_msg_145f04111e1a,"mec, on donne déjà des emploi à ces tarés, quasiment 100% des emploi (subventionnés) pour bosser à la mairie c'est pour les maghrébins.","**Sujet du message** : Distribution d'emplois subventionnés à la mairie.

**Sens probable** : L'auteur affirme que presque tous les emplois subventionnés à la mairie sont attribués à des personnes d'origine maghrébine, en qualifiant ces dernières de manière péjorative. 

**Explications** : ""Emplois subventionnés"" désigne des postes financés par des aides publiques. ""Maghrébins"" se réfère à des individus originaires de la région nord-africaine incluant des pays comme le Maroc, l'Algérie et la Tunisie.",1.0
anon_msg_3095e2475f38,Les journalopes et Antifas crucifiés,"**Sujet du message** : Critique des journalistes et des groupes antifascistes.

**Sens probable** : L'auteur fait usage d'un terme péjoratif (""journalopes"") pour désigner les journalistes, et exprime une hostilité envers les Antifas, potentiellement en insinuant leur persécution ou leur dénigrement. 

**Éclaircissements** : ""Journalopes"" semble être un terme dérogatoire amalgamant ""journaliste"" et un suffixe péjoratif. ""Antifas"" désigne des militants antifascistes. Certitude : élevée sur la signification des termes.",1.0
anon_msg_5de8fec0b1ca,en gros tu lèches mes petites couilles suintantes et je te rémunère en t'offrant 3 RMI c ok ou pas,"**Sujet du message** : Proposition explicite d'échange entre une action sexuelle et une rémunération.

**Sens probable** : L'utilisateur suggère de réaliser une activité sexuelle en échange de trois allocations de minimum vieillesse (RMI, Revenu Minimum d'Insertion, un revenu de soutien en France). 

La mention de ""RMI"" pourrait prêter à confusion : il s'agit d'une aide sociale destinée aux personnes sans ressources.",1.0
anon_msg_b68ef817c831,Le nain au moule bite va terminer jean-mulet,"**Sujet du message** : Une référence humoristique ou péjorative.

**Sens probable** : L'auteur évoque une personne (appelée ""nain au moule bite"") qui semble être en situation de compétition ou de confrontation avec une autre personne (nommée ""jean-mulet""). Le terme ""moule bite"" pourrait être une expression vulgaire ou humoristique, mais son sens exact est incertain.",1.0
anon_msg_3e75d289b953,Moi je regardais bestgore à 7 ans je me tapais des barres bandes de fragiles xD,"**Sujet du message** : Expérience de visionnage de contenus choquants.

**Sens probable** : L'auteur indique avoir regardé le site Bestgore, connu pour ses contenus extrêmes, dès l'âge de 7 ans, tout en se moquant de ceux qui seraient choqués par cela. 

**Explications** : ""Bestgore"" est un site qui présente des vidéos et images graphiques. ""Se taper des barres"" signifie rire beaucoup. ""Bandes de fragiles"" désigne péjorativement ceux qui sont sensibles ou facilement choqués.",1.0
anon_msg_8ad033737a67,Le vieux comme tout les arabes.,"**Sujet du message** : Généralisation sur les individus arabes.

**Sens probable** : L'auteur semble faire une observation péjorative en associant un stéréotype sur l'âge ou le comportement à tous les Arabes. 

**Éclaircissement** : Le terme ""vieux comme"" peut indiquer une critique, mais il reste vague. Le message offre une vision stéréotypée et généralisante.",1.0
anon_msg_01c2daa012c4,"en attendant nous on est en couple.
et vous ? vous êtes comme ça :
la poubelle à sperme pas trop remplie ?","**Sujet du message** : La situation relationnelle et une ironie sur la sexualité.

**Sens probable** : L'auteur affirme être en couple et questionne les autres sur leur situation, en utilisant une expression vulgaire pour suggérer une sexualité désordonnée ou superficielle chez eux. 

Le terme ""poubelle à sperme"" semble désigner de manière crue une sexualité excessive ou sans attachement émotionnel.",1.0
anon_msg_25f99e0da794,"- Oula il t'a pas loupé le chirurgien mon pauvre Xavier
- c'est pas moi je suis moche de naissance bordel","**Sujet du message** : Commentaire sur une apparence physique.

**Résumé** : Une personne, nommée Xavier, fait l'objet d'une plaisanterie sur une intervention chirurgicale, suggérant une apparence peu favorable. Xavier répond en se décrivant comme « moche de naissance », exprimant une acceptation de sa situation.

**Sens probable** : L'interlocuteur moque Xavier sur son apparence liée à une chirurgie, et Xavier se défend en se jugeant lui-même.",1.0
anon_msg_1e0182543c0e,Peut-être parce que les homos ne vont pas relancer la démographie ? Moins de bébés = plus de migrants,"- **Sujet du message** : Impact de l'orientation sexuelle sur la démographie.
- **Sens probable** : L'auteur suggère que les couples homosexuels n'aident pas à augmenter la population, ce qui pourrait conduire à une nécessité accrue d'immigration pour compenser le manque de naissances.

**Éclaircissement** : ""Homos"" fait référence aux personnes homosexuelles. ""Démographie"" désigne l'étude des populations et leurs changements.",1.0
anon_msg_2aa3d36d6be1,"Si on écarte tes fesses, quelle odeur s’échappe de ton asshole ?","**Sujet du message** : Provocation ou humour vulgaire concernant l'odeur corporelle.

**Sens probable** : Le message pose une question délibérément crue sur l'odeur émanant de l'anus d'une personne quand ses fesses sont écartées, visant à choquer ou à provoquer une réaction. 

Termes ambigus : ""asshole"" est un terme anglophone signifiant anus.",1.0
anon_msg_ea770b52e28b,"t'es qui fdp ?
228","**Sujet du message** : Identification et insulte

**Résumé** : L'auteur demande à l'interlocuteur son identité de manière provocante, en utilisant l'acronyme « fdp », qui signifie « fils de putain », une insulte courante en français.

**Sens probable** : L'auteur cherche à provoquer ou à défier l'autre personne.",1.0
anon_msg_f19b7df4b403,"le probleme , c'est les immigrés
et les lgbt","**Sujet du message** : Critique des immigrés et des personnes LGBT.

**Sens probable** : L'auteur exprime un problème perçu lié aux immigrés et aux individus appartenant à la communauté LGBT (lesbiennes, gays, bisexuels et transgenres). 

Les termes utilisés peuvent refléter des sentiments négatifs envers ces groupes, mais ne fournissent pas de contexte ou d’explications supplémentaires.",1.0
anon_msg_a6030f750f00,Je prend une chaise je casse la vitre rien a foutre et je jette ses fringues par le balcon elle et dégage,"**Sujet du message** : Un acte de colère ou de vengeance.

**Résumé** : L'auteur exprime son intention de casser une vitre et de jeter des vêtements par le balcon, sans se soucier des conséquences.

**Sens probable** : L'auteur montre un désir de se débarrasser d'une personne, probablement suite à un conflit.

**Éclaircissement** : ""Fringues"" signifie vêtements en argot, et ""dégage"" indique un souhait de faire partir quelqu'un.",1.0
anon_msg_235daeeb7584,"Putain les traducteurs qui bégaient, insupportables","**Sujet du message** : L'attitude des traducteurs.

**Sens probable** : L'auteur exprime son agacement envers des traducteurs qui ont des difficultés à s'exprimer clairement. Le terme ""bégaient"" fait référence à une difficulté de parole, mais peut aussi désigner un manque de fluidité dans la traduction.",1.0
anon_msg_3a4ae4e6a520,"T'as bien feed sale bouffon
T'es pas belge pour rien","**Sujet du message** : Critique d'un joueur.

**Résumé et explication** : L'auteur reproche à une personne de ne pas bien jouer (expression ""feed"" désignant alimenter l'équipe adverse en points) en l'insultant (""sale bouffon"") et fait référence à la nationalité belge de manière péjorative, suggérant peut-être un préjugé. Niveau de certitude sur les interprétations : élevé.",1.0
anon_msg_8ff62c2a889b,"bordel mais même nos bots sont grand remplaced par des bots africains, Apres alexia onnva avoir droit à boubakar","**Sujet du message :** Remplacement de bots par des bots africains.

**Sens probable :** L'auteur exprime son mécontentement face à la substitution de leurs bots par d'autres, potentiellement en provenance d'Afrique, en mentionnant des noms comme « Alexia » et « Boubakar » pour illustrer une tendance perçue.

**Clarifications :** 
- ""Bots"" : programmes automatisés utilisés pour diverses tâches en ligne.
- ""Alexia"" et ""Boubakar"" : noms qui suggèrent une diversité culturelle.",1.0
anon_msg_8f68466de4fd,"les femmes sont dégeulasses, indigne de la maternité","**Sujet du message** : Opinion sur les femmes et la maternité.

**Sens probable** : L'auteur exprime un jugement très négatif sur les femmes, les qualifiant de ""dégoûtantes"" et estimant qu'elles ne méritent pas d'être mères. 

**Termes ambigus** : ""Dégoûtantes"" et ""indigne"" sont des termes fortement péjoratifs qui reflètent une opinion extrême.",1.0
anon_msg_587608ca15df,"On est en 2025, on devrait pouvoir chier allègrement sur les religions sans risquer un coup de couteau derrière.","**Sujet du message** : Liberté d'expression vis-à-vis des religions.

**Sens probable** : L'auteur exprime le souhait qu'en 2025, il soit possible de critiquer les religions sans craindre de représailles violentes.

**Éclaircissement** : L'expression « chier allègrement sur les religions » signifie critiquer ou se moquer des religions, et le « coup de couteau » évoque une menace violente. Niveau de certitude : élevé.",1.0
anon_msg_00666326ab2d,"Bon a+ les muzz, vos frères se font sodom et vous vous resterez rager derrière vos écrans","**Sujet du message** : Attaque adressée à un groupe identifié comme « muzz », terme péjoratif pour désigner des musulmans.

**Sens probable** : L'auteur se moque de l'inactivité ou de l'impuissance de ce groupe face à des actions violentes subies par ses membres.

**Éclaircissements** : « Muzz » est un argot désignant des musulmans. « Sodom » fait référence à une violence ou un abus, mais n'est pas précisé ici. Niveau de certitude : élevé sur les définitions.",1.0
anon_msg_6ec2ec534593,"Bordel mais c'est ce super CUCK de Malhuret, sale fiottasse du Sénat","**Sujet du message** : Critique d'une personne politique, Malhuret.

**Sens probable** : L'auteur exprime un fort mécontentement envers Malhuret, un sénateur, en utilisant des termes péjoratifs. ""CUCK"" fait référence à un homme perçu comme faible, tandis que ""fiottasse"" désigne une personne jugée peu virile. 

Niveau de certitude : Élevé sur la signification des termes.",1.0
anon_msg_058d4d861b9c,Je plus ma vite et je la mets dans mon cul puis je pisse,"**Sujet du message :** Comportement ou action bizarre.

**Résumé :** L’auteur décrit une action inappropriée et dégradante impliquant un objet et une partie de son corps. 

**Sens probable :** Le message pourrait refléter un humoriste ou un provocateur, mais le contenu est vulgaire et absurde. Niveau de certitude sur l’intention : modéré.",1.0
anon_msg_89e371d07f75,Elle veut son esclave handicapé nègre pour assouvir ses fantasmes de domination,"**Sujet du message** : Une personne exprime une préférence ou un désir pour un partenaire soumis ayant un handicap et appartenant à une minorité raciale. 

**Sens probable** : Ce message évoque des fantasmes de domination, en utilisant des termes offensants pour décrire les identités des personnes concernées. 

*Termes explicites* : ""esclave"" renvoie à des dynamiques de pouvoir, ""handicapé"" désigne une personne ayant une limitation physique ou mentale, et ""nègre"" est un terme raciste désignant une personne noire. Certitude sur ces définitions : élevée.",1.0
anon_msg_d36a71f74dbd,tu arrives a faire rentrer ta mains dans ton anus?,"**Sujet du message** : Question sur la possibilité d'insérer une main dans l'anus.

**Sens probable** : L'auteur s'interroge sur la capacité physique d'une personne à réaliser cette action, ce qui peut évoquer un sujet tabou ou provocateur. 

Aucun terme ambigu dans le message.",1.0
anon_msg_b112930b3519,"La seule chose que t'as prise c'est ta bouteille de pisse pour te désaltérer cradolin
:ok:","**Sujet du message** : L'objet d'une moquerie ou d'une critique.

**Sens probable** : L'auteur reproche à une personne d'avoir emporté uniquement une bouteille d'urine pour s'hydrater, ce qui est considéré comme dégoûtant. 

*Note : ""cradolin"" semble être un terme péjoratif désignant une personne peu soignée, mais le niveau de certitude est modéré.*",1.0
anon_msg_dab8a80ef268,j'ai appris comment désosser quelqu'un de A à Z sans une once de vergogne,"- **Sujet du message** : Technique de désossage.
- **Sens probable** : L’auteur exprime avoir acquis des compétences pour désosser totalement un individu, sans ressentir de honte ou de remords. 

**Termes spécifiques** : ""désosser"" peut se référer au découpage de viande, mais dans ce contexte, il semble l’utiliser de manière figurative. Certitude sur le sens figuratif : élevée.",1.0
anon_msg_2cea06163475,"en vrai y a moyen, il suffit d'attirer les vautours avec une carcasse de mouton par exemple et de foutre le gosse au milieu","**Sujet du message** : Attirer des vautours.

**Sens probable** : L'auteur suggère de attirer des vautours en utilisant une carcasse de mouton et en plaçant un enfant au centre, ce qui peut sous-entendre une action provocatrice ou dangereuse.

**Éclaircissement** : ""Vautours"" fait généralement référence à des oiseaux de proie, mais ici peut symboliser des personnes opportunistes. ""Gosse"" désigne un enfant de manière informelle. Niveau de certitude : élevé.",1.0
anon_msg_857df8a723d0,"Hop hop on va vite voter et se soumettre à tout les intérêts sauf ceux des français, il faut virer les arabes après tout","**Sujet du message** : Opinion sur le vote et l'immigration.

**Sens probable** : L’auteur critique le processus électoral, suggérant qu'il ne sert pas les intérêts de la population française, et exprime une volonté d'expulser des personnes d'origine arabe. 

**Termes ambigus** : ""virer les arabes"" fait référence à une opinion anti-immigration ciblant spécifiquement les populations arabes.",1.0
anon_msg_7a5d53a8c647,"""vierge""
""29 ans""
Elle veut juste ton argent
La baise, c'est Chad qui s'en charge et t'inquiète pas qu'elle se fait foudroyer","**Sujet du message** : Critique d'une femme.

**Résumé** : L'auteur évoque une femme de 29 ans, qualifiée de ""vierge"", en insinuant qu'elle est intéressée uniquement par l'argent des hommes. Il mentionne également qu'un autre homme, désigné comme ""Chad"", s'occupe des relations sexuelles avec elle.

**Sens probable** : L'auteur semble désapprouver cette femme et la présente de manière péjorative. 

**Termes à éclaircir** : 
- ""Chad"" : terme utilisé dans certaines discussions en ligne pour désigner un homme perçu comme séduisant ou ayant du succès auprès des femmes.
- ""foudroyer"" : peut impliquer des relations sexuelles, dans un contexte vulgaire.",1.0
anon_msg_e7ce121fe848,J’me suis branlé sur ma soeur j’suis un putain de decadent,"**Sujet du message** : Réflexion sur un acte sexuel inapproprié.

**Sens probable** : L'auteur avoue avoir eu une activité masturbatoire en pensée ou en présence de sa sœur, se qualifiant par un terme péjoratif de ""décadent"", suggérant une conscience de la moralité de l'acte.

**Éclaircissement** : ""Se branler"" signifie se masturber. ""Putain de décadent"" peut désigner une déchéance morale.",1.0
anon_msg_94a342c07ee9,Partout où les musulmans se trouvent il y a de la violence. C'est un fait. Ils ne peuvent cohabiter pacifiquement avec personne.,"- Sujet du message : Opinion sur la coexistence des musulmans et la violence.
- Sens probable : L'auteur affirme que la présence musulmane entraîne systématiquement des conflits, ce qui suggère une perception négative envers cette communauté.

Termes potentiellement ambigus : ""musulmans"" (adhérents à l'islam), ""cohabiter pacifiquement"" (vivre ensemble sans conflit). Niveau de certitude : élevé sur le sens général.",1.0
anon_msg_7725b6abc6bb,les turques ces fouteurs de merde,"**Sujet du message** : Opinion négative sur les Turcs.

**Sens probable** : L'auteur exprime un mécontentement fort envers les personnes d'origine turque, utilisant un terme péjoratif. 

*Remarque* : L’expression ""fouteurs de merde"" désigne ceux qui causent des problèmes ou du désordre. Certitude : élevée.",1.0
anon_msg_9bde6c1090d3,"et sinon ils attendent quoi pour allé brûler le chateau de versaille, analogie de la bourgeoise et de l'aristocratie, c'est ça qu'il faut brûler","**Sujet du message** : La destruction symbolique de la bourgeoisie et de l'aristocratie.

**Sens probable** : L'auteur suggère que les gens devraient s'opposer activement à la bourgeoisie et à l'aristocratie en s'employant à détruire des symboles de leur pouvoir, comme le château de Versailles, représentant ces classes sociales. ""Château de Versailles"" fait référence à un palais historique français.",1.0
anon_msg_a52b39666330,JE SOUTIENS LE KHEY MOI AUSSI JE LA BZ A 15 ANS,"**Sujet du message** : Soutien à un groupe ou à une personne.

**Résumé** : L'auteur exprime son soutien envers un groupe (ou un individu) et indique avoir une relation sexuelle à 15 ans.

**Sens probable** : Le terme ""khey"" est un argot désignant un ami ou camarade, et ""BZ"" pourrait signifier avoir des relations sexuelles. Certitude sur l'argot : élevée.",1.0
anon_msg_1c053187f466,"Être attiré par une femme fragile c'est 100% homo, manque de couilles","**Sujet du message** : Attirance envers une femme fragile.

**Sens probable** : L'auteur suggère que l'attirance pour une femme considérée comme fragile est un signe d'homosexualité et d'un manque de virilité. 

Le terme ""100% homo"" indique une orientation sexuelle exclusive envers les hommes, et ""manque de couilles"" est une expression vulgarisée pour désigner un manque de courage ou de masculinité.",1.0
anon_msg_aa55ba640e46,Mais putain tout le monde voit des musulmans tuer au nom de Dieu depuis des années et l'aveugle que tu es ne voit aucun problème,"**Sujet du message** : La perception des actes violents attribués à des musulmans.

**Sens probable** : L'auteur exprime sa frustration face à une personne qui ne reconnait pas les violences perpétrées par certains musulmans en se prétendant au nom de la religion. 

**Termes ambigus** : « au nom de Dieu » fait référence à des actions justifiées par une idéologie religieuse. Le terme ""aveugle"" est utilisé ici pour qualifier le manque de discernement selon l'auteur.",1.0
anon_msg_175572b594d7,"Je nie tout ça car je suis expert en escort asiat.
Jamais eu une seule fellation avec capote et elles aiment l'éjac buccale","**Sujet du message** : Expérience personnelle en escorting asiatique.

**Résumé et explication** : L'auteur, se présentant comme un expert dans le domaine des escortes asiatiques, affirme n’avoir jamais pratiqué de fellation protégée, tout en indiquant que les escortes préfèrent l'éjaculation buccale (éjac buccale : éjaculation dans la bouche). Note : l'escorting se réfère à des services sexuels rémunérés.",1.0
anon_msg_7295194fb517,Au final tu ne fais que révéler ta position sociale : cas-social,"**Sujet du message** : Position sociale d'une personne.

**Sens probable** : L'auteur suggère que la personne visée montre sa position sociale défavorable, qualifiant celle-ci de « cas social », terme qui peut désigner quelqu'un ayant des difficultés d'intégration ou de réussite sociale.",1.0
anon_msg_287b5f63108a,"Tout contrevenant ayant annoncé qu'il a craqué finira au donjon et femdomizé
:hap:","- **Sujet du message** : Menaces envers ceux qui ne respectent pas les règles dans un contexte ou groupe spécifique.
- **Sens probable** : Toute personne qui avoue avoir enfreint les règles sera punie, avec une référence à des pratiques de domination (femdom) dans le cadre d'une sanction. 

**Terminologie** : 
- ""Donjon"" : généralement désigne un lieu de détention, souvent associé à des pratiques BDSM.
- ""Femdom"" : abréviation de ""female domination"", se référant à une dynamique où une femme prend le rôle dominant dans une relation. 

Niveau de certitude : élevé.",1.0
anon_msg_cda228261bfc,"T'es connu sur le forum pour ta pédophilie et tu devais d'ailleurs ""v*** la fille d'un forumeur"" tu te souviens ?","**Sujet du message** : Accusation de pédophilie à l'encontre d'un membre du forum.

**Résumé** : L'auteur du message accuse un autre membre d'être connu pour des comportements pédophiles et mentionne une réclamation antérieure concernant une relation inappropriée avec la fille d'un autre utilisateur.

**Sens probable** : L'auteur évoque des comportements illégaux et inappropriés, suggérant une réputation négative au sein de la communauté du forum.",1.0
anon_msg_1a1534782676,"Go woke Go broke.
Jamais je toucherai un trans meme avec un baton","**Sujet du message** : Opinion sur le mouvement ""woke"" et les personnes transgenres.

**Résumé** : L'auteur exprime une opinion négative sur le mouvement ""woke"" en suggérant une corrélation entre l'adhésion à ce mouvement et des pertes financières (""Go woke, go broke""). Il indique de manière péjorative qu'il ne souhaiterait pas avoir de contact physique avec une personne trans. 

**Explication** : ""Woke"" désigne une prise de conscience sociale, notamment sur les questions de race et de genre. L'expression ""Go woke, go broke"" sous-entend que les entreprises qui adoptent des valeurs progressistes peuvent en souffrir économiquement. L'utilisation de ""meme avec un baton"" est une expression vulgaire indiquant un refus absolu.",1.0
anon_msg_899081d9f486,"Les petits anges qui vont pouvoir se vider les couilles dans des touristes 9/10 du monde entier durant les JO
:bave:","**Sujet du message** : Opinion sur le comportement des personnes durant les Jeux Olympiques.

**Résumé** : L'auteur exprime de façon vulgaire que des jeunes hommes profiteront des opportunités de rencontre avec des touristes pendant les Jeux Olympiques.

**Sens probable** : Ce message semble critiquer ou se moquer d’un comportement perçu comme opportuniste ou inapproprié durant l'événement. 

(Note : ""vider les couilles"" est une expression crue évoquant des relations sexuelles, et "":bave:"" représente un émoticône exprimant le désir ou l'appétit.)",1.0
anon_msg_e4ca755ec41c,Ayao les chinois et leur petites bites c'est mas un mythe,"**Sujet du message** : Stéréotype sur les caractéristiques physiques des Chinois.

**Résumé** : L'auteur semble contredire l'idée reçue selon laquelle les hommes chinois auraient de petites tailles génitales. 

**Sens probable** : L'auteur émet une opinion sur la fausse nature d'un stéréotype.

**Terme ambigu** : ""Petites bites"" peut désigner de manière vulgaire la taille du pénis ; je suis certain que cela se réfère à un stéréotype.",1.0
anon_msg_0f2abd756662,Les Mongoles chient sur Sun Zu,"**Sujet du message** : Opinion négative sur la valeur ou l'impact de Sun Zu.

**Sens probable** : L'auteur exprime un mépris ou une désapprobation envers Sun Zu, en utilisant une expression péjorative impliquant les Mongoles. 

**Éclaircissement** : Sun Zu est un stratège militaire chinois, auteur de ""L'Art de la guerre"". L'expression ""chient sur"" signifie critiquer ou dénigrer de manière vulgaire. Niveau de certitude : élevée.",1.0
anon_msg_2559a7462044,Elle mérite sa crise d'épilepsie pour être une vipère. Sélection naturelle,"**Sujet du message** : Réaction négative envers une personne.

**Sens probable** : L'auteur exprime une opinion très critique sur une personne, considérant qu'elle mérite des conséquences graves (comme une crise d'épilepsie) en raison de son comportement perçu comme malveillant (comparé à une ""vipère""). Le terme ""sélection naturelle"" sous-entend une idée d'élimination des individus jugés inaptes.",1.0
anon_msg_1fb73c0f0e36,"Tu n'imagines même pas la gaule que j'ai depuis ce matin, depuis que je sais que tonton Netanyahou nettoie la bande de gaza
:bave:","**Sujet du message** : Réaction personnelle à des événements en cours à Gaza.

**Sens probable** : L'auteur exprime un fort enthousiasme ou excitation en réaction à une action militaire menée par le Premier ministre israélien (Nathan Netanyahu) à Gaza. Le terme ""gaule"" fait référence à une excitation sexuelle, utilisé ici de manière informelle. 

**Note** : ""Bande de Gaza"" désigne une région palestinienne, et le ""tonton Netanyahou"" est une façon familière de désigner Netanyahu.",1.0
anon_msg_5d290bce2c33,Putain mais même sur ce genre de topic faut se taper la débilité des afrocentristes ?,"**Sujet du message** : Critique des afrocentristes sur un forum.

**Sens probable** : L'auteur exprime son exaspération face à la présence de discussions considérées comme peu rationnelles ou peu sérieuses, liées à l'afrocentrisme (idéologie valorisant l'Afrique et ses contributions historiques). L'auteur semble frustré par ce type d'intervention.",1.0
anon_msg_d2177c4a42d5,Personne soutient le hamas. Par contre il y a pire que l'islam en fouteur de merde,"- **Sujet du message** : Soutien à des groupes ou idéologies religieuses.
- **Sens probable** : L'auteur affirme qu'il n'y a pas de soutien au Hamas, tout en suggérant qu'il existe des groupes ou idéologies islamiques plus problématiques.

*Terminologie* : ""Hamas"" désigne un mouvement islamiste palestinien. ""Islam"" fait référence à la religion, et ""fouteur de merde"" est un terme péjoratif désignant une source de troubles ou de problèmes.",1.0
anon_msg_8ba130b5025f,"C'est normal, biologiquement elles sont plus mûres que les hommes du même âge. Ça explique aussi pourquoi les femmes sont walled avant les hommes","**Sujet du message** : Les différences biologiques entre hommes et femmes.

**Sens probable** : L'auteur suggère que les femmes atteignent leur maturité biologique plus tôt que les hommes, ce qui justifierait un phénomène appelé ""walled"" (terme ambigu qui pourrait désigner une forme de protection ou d'isolement).

**Explication** : ""Walled"" peut nécessiter un éclaircissement contextuel, mais sans plus d’information, son sens exact demeure incertain.",1.0
anon_msg_7cc6a5fff895,"Elle va faire couler le site
:rire:
Les femmes cadre
:rire:","**Sujet du message** : Critique des femmes dans des postes de cadre.

**Sens probable** : L'énoncé semble moquer le fait qu'une femme occupant un poste de cadre pourrait nuire (faire ""couler"") à un site ou à une entreprise, accompagné d'un emoji « rire » qui suggère une intention humoristique ou sarcastique.",1.0
anon_msg_c538a2aa0b8a,":rire:
le lynchage public,
J'ai des pierres et des pommes pourris à vendre
:siffle:","**Sujet du message** : Le lynchage public.

**Résumé et explication** : Le message évoque de manière humoristique le concept de lynchage public, probablement pour dénoncer une critique sociale. L'auteur mentionne avoir ""des pierres et des pommes pourries"" à vendre, ce qui pourrait symboliser des objets jetés lors de manifestations de mécontentement. 

**Niveau de certitude** : Le terme ""lynchage public"" fait référence à une mise à l'écart ou à une violence sociale.",1.0
